reviewer,stars,title,review,date
Dhruv Sharma,4,Phenomenal,"To describe it in one word – Scintillating! In his provocative and inspiring book, Malcolm Gladwell talks about success and the underlying factors which propel one in the direction of achievement. Outliers promises to relate not just to your personal experiences but of those around you. He builds a convincing case for how successful people rise on a tide of advantages, ""some deserved, some not, some earned, some just plain lucky.""","Aug, 2017"
atin bajpai,5,Classy product,"Eye opener ,in simple words  books wants to say there are simple reasons for success and failure , life is simpler than we make it out be ,books just accentuates that, really worth a read ,will change your outlook towards life in a positive way !","Aug, 2017"
Sameer Saurabh,5,An answer to one of our unending questions,There are certain questions that repeatedly keep coming to our mind...perhaps one of them is what really makes a difference between a successful and unsuccessful person? This book tries to give an entirely different perspective on the above mentioned question. I believe it helps in understanding the interconnection between hard work and luck (can be defined here as inborn advantages) and the role that it can play in achieving success.,"Aug, 2017"
Shahzada Irfan Bashir,4,Very Good,"Must read book for everyone! It keeps you motivated with the purpose and skills you want to acquire. I loved this book throughout and it has a great connection. Don’t bother yourself with the difficult circumstance, you should keep going and excel yourself with the skills and follow your passion one day you will strike the target and achieve your goals. Must read for those who want to achieve something good in life and who dream big","Aug, 2017"
Mustufa Baldiwala,2,"Below Average..Success is not 'Circumstantial' Please, it is not Circumstantial.","Gladwell wants to say that success is largely dependent on Chance.. or in more common language ""Lucky Chance.""","Aug, 2017"
Sai P,3,Just okay,Book is very helpful for entrepreneurs. But the paper quality and printing is too bad. I'm not satisfied with book quality. Please improve it.,"Aug, 2017"
Flipkart Customer,5,Fabulous!,Great book. The stories it has a crust to it. The author provides a great analysis of things which we normally wonder on why that happened. Got to know so many new facts.,"Aug, 2017"
Hemant Patel,3,Good,Personally I did not like this book much.  The author did not mention that success depends on Karma.  Bill gate was born that time because of his good karma and his life purpose. I born now as per my karma and life purpose.,"Aug, 2017"
Divyanshu Gaur,5,Outstanding!,Wow this is an amazing book. Recently I completed my novel and its worth reading. I strongly recommend it to those with an avid on Non-fictional side.,"Aug, 2017"
Flipkart Customer,4,Good quality product,Thank you very much for delived my product and I very happy for that and I just want to say one thing when ever I order something from you're side just send on my exactly house no so that it's very easy for me without any confusion...over all everything is fine onces again thank you very much,"Aug, 2017"
Prateek Chourasia,5,Must buy!,"Amongst 18-20 other books which I've read ever, Outliers is the best and most realistic book!","Feb, 2014"
Ruchit Soren,5,Good Service,The product was delivered in a good two days time. The packaging was excellent and the book was in perfect condition.,"Feb, 2014"
Nirbhay Modhe,4,A great literary experience.,"Outliers is a book centered around the statistical aspects of the lives of successful people. The author gives evidence of how certain factors contribute largely towards success in life. He gives examples of how the month of birth of ice hockey players affect their chances of becoming professional atheletes, how the year of birth affected Bill Gates' childhood and learning environment which ultimately played a key role in his success. The author mentions the 10,000 hour rule, which claims tha...","Feb, 2014"
Mohit Singh Solanki,4,Mindblowing!! Great work,"Outliers, published in 2008 is a research the writer has done on success of various people. He tries to find various answers like why people are there where they are now? Why someone is successful or not? etc. In Outliers he examines various general phenomena like high achievements, hard work and individual talent using his short, illustrative and self-engaging proofs and his quality to show complex things with simplicity. According to him hard work is always the main thing behind every succe...","Feb, 2014"
Shikha shah,5,a worth read...,a great read to understand and appreciate role of circumstances and ones surrounding in being successful. Very easily told with totally interesting and involving examples. The last part of the book turns even more interesting as he unfolds his own family success story...,"Feb, 2014"
Arun M,5,Awesome Book..,Good collection of researches and facts on success is given very nicely in the book. This book will make you realize that you don't have to be genius to become successful.,"Feb, 2014"
Anshul Kandpal,5,Very Engaging,"I loved the book, without doubt. It's full of insights based on extensive research and analyses. Very well written like most of Gladwell's other books. The examples and stories are from across generations and industries and presented very well. 5 star stuff.","Feb, 2014"
Gunjan gupta,4,The Differentitating Factor,This book gives us a new angle to look at life. It talks that the people who made big in life for them hard-work was one part and the second reason they succeeded is that they got the opportunity. Without the opportunity they would have never made it big.,"Feb, 2014"
KAPIL ANEJA,4,good book describing what it takes to become really successful,"This is a book which would change your notions about success. Most people have the belief that hard work alone could make you successful. But, in this book, Malcolm Gladwell discusses the underlying factors which have an indirect influence on success.","Feb, 2014"
Sharan Aujla,5,Best Of Best,"This book is reallly amazing. I loved it. In this boook malcolam gladwell explains the clear difference between the sucessful people and non sucessful people. It also explains that behind sucessful people there are mamy more people that helped them, and also they have many other advantages.","Dec, 2017"
Parth Shah,4,Brilliant read!,"Outliers is in general for all who like to figure out why they are where they are. Its an interested take on everybody around us. Malcolm Gladwell has done well to attribute all successes to not a singular parameter but rather to a series of events and incidents that happen to come together to form a larger chain leading up to the ""success"".","Dec, 2017"
Chinchu Thankachan,5,Master piece of Information analysis,Malcolm Gladwell has done an excellent job in conveying the secrets of success using parables from the real world. I especially liked the story of Airplane crashes and the deep seated study of the human factors involved in the accidents.,"Dec, 2017"
Vinay Prasad,5,Revelatory,good story of success. Writer makes the obvious point that success has a bit of luck factor and is product of its times.,"Dec, 2017"
Abhilash%20 Reddy,5,Great Book by Malcolm Gladwell,After reading this book i brought all other books that are written by him,"Dec, 2017"
Rajesh Alajangi,5,"Fantastic,Mind-blowing, Unbelievable...","One of the great books that i had come over..Gives u an immense satisfaction and confidence once you are through it..Expecially some of the chapters like 10,000 hr rule..this was simply remarkable..","Dec, 2017"
Rakesh Kumar,5,Just wonderful,"One of my friend suggested this book to me and once i started reading this book, i realized that the success is more of a chance and it not entirely depends upon your efforts.A good read and must for those hungry for success and particularly for ambitious parents","Dec, 2017"
Ranjit Malhotra,4,A great book by Gladwell...  Worth buying!!,It's a book which gripped my attention...,"Dec, 2017"
Abhilash Nair,5,The serendipity that allowed behemoths to become just that.,Things happen. People become famous. Accidents occur. Companies become highly successful. The apparent reasons behind such occurances are known to all.,"Dec, 2017"
Flipkart Customer,5,Awesome,The delivery of the product was on time and in good condition but it would be nice of you to add a bookmark too with each book.,"Dec, 2017"
Thamizh Inian,1,Fake copy,"I'm a bibliophile and I expect genuine books to be delivered which, is apparently a lot to expect from flipkart these days. And I'm not ordering books anymore from flipkart !","May, 2017"
Jjm J,5,Terrific,Excellent book about why some people are more successful than others. Couldn't keep it down,"May, 2017"
Ninad M,5,Worth every penny,Fantastic!! Thanks Flipkart. Truecom Retail known for 100% original books,"May, 2017"
Flipkart Customer,1,The Book was old/second hand while the cost was high,The book was practically in very bad condition and it seemed second hand,"May, 2017"
vishnu pratap singh,2,Bad quality,Very disappointed the paper quality of the product is worst.,"May, 2017"
Sanjay Bhatt,1,Worthless,Bad pages quality. Looks like first copy. Disappointed.,"May, 2017"
Tilak Zatakia,1,Utterly Disappointed,quality of the book was very poor. pages had overwritten writting and it looked like it was not original but zerox'd,"May, 2017"
Flipkart Customer,5,Awesome,As I expected👍,"May, 2017"
Mohit Vasdev,5,Brilliant,Great book and great service,"May, 2017"
aryan tiwari,4,Really Nice,Awesome book,"May, 2017"
Dr. Parag Narkhede,3,Nice BOOK,Nice Book But first time too too delayed delivery...,9 months ago
Krishnaparag Kamat,4,wonderful book,This book talks about how extra-ordinary people became extra-ordinary .. its not about talent alone .. its about the other opportunities that these people got and took efforts to make themselves extra-odinary. Wonderful book.,9 months ago
Nachiket  Naik,5,Malcolm Gladwell - An Outlier !!!,Read all the three books of Gladwell....,9 months ago
Mihir Talnikar,5,Great Book,"This book is entirely about successful people. About people who , when presented with an extraordinary opportunity, jumped at the chance, worked insanely hard and achieved success. It also talks about how your cultural upbringing, your family history play a major role in your life and how traits passed over centuries down dont go away.",9 months ago
PUNEET KUMAR,2,Expected a better product,Book is good but the publisher Pustakbhandsar sent it of worse quality,9 months ago
Flipkart Customer,5,Brilliant,An amazing read. Quite thought provoking,9 months ago
Flipkart Customer,4,Wonderful,Page quality ist good. Pages are too yellow .,9 months ago
Nabanita Ghoshal,4,Worth the money,Nice,9 months ago
Champak  Rajbongshi,5,Awesome,Go for it,9 months ago
Selza  Rodrigues,5,Perfect product!,Read this book before you die.,9 months ago
Flipkart Customer,5,Excellent,"Good service, keep it up flipcart","Oct, 2020"
Flipkart Customer,5,Excellent,A good motivational book for people who can amend a few changes in their creative routine.,"Oct, 2020"
Ritwick  Kundu ,5,Best in the market!,"Very good book, worth reading 👌","Oct, 2020"
HaRdik Tike,5,Terrific,Great book!,"Oct, 2020"
Harshith Kumar ,4,Pretty good,Best book,"Oct, 2020"
Flipkart Customer,5,Highly recommended,Page.                  Satisfying,"Oct, 2020"
Arnab Kumar Dey,5,Great product,Good quality and a damn good read,"Oct, 2020"
Flipkart Customer,5,Highly recommended,Different view on success,"Oct, 2020"
Shivani Gaur,4,Pretty good,nice,"Oct, 2020"
Devarshi Kiyada,5,Must buy!,Got this book at just 210....,"Oct, 2020"
Chriswin Christapher,5,Super!,Thank u,"Jun, 2020"
Preetisha  Padhy,5,Just wow!,Awesome,"Jun, 2020"
Sahadev Mishra,4,Wonderful,Good book.,"Jun, 2020"
Amit,5,Highly recommended,A must read. Although gross generalisations but they hold true nevertheless.,"Jun, 2020"
Flipkart Customer,5,Great product,Superb,"Jun, 2020"
Akhilesh Kumar,1,Hated it!,"The book is copy. Words are faded at some places, the pages are dirty and the barcode provided at the back of the book does not scan.","Jun, 2020"
Alka Yadav,4,Pretty good,Awesome book,"Jun, 2020"
Anupam Dutta%20Roy,5,Highly recommended,Loved it. The things I had in my mind for so long have been explained so perfectly with proper research.,"Jun, 2020"
Kumar Dhruva,3,Fair,It's not really copy,"Jun, 2020"
Flipkart Customer,1,Worthless,First 10 pages crushed. Seems like an old discarded product. Disappointed.,"Jun, 2020"
Sruti K,5,Why successful people are successful...,I have read 135 pages so far and the example of ice-hockey players is striking! Loving it!,"Oct, 2019"
Nick Lalrinmawia,5,Terrific,Packed with facts that radiate positivity to readers,"Oct, 2019"
Debopriya Haldar,5,Excellent,Everything is perfect!,"Oct, 2019"
Abhijeet Ghosh,5,Best in the market!,"Excellent book , delivered in good condition .. Although just 1 question ..why did you guys @flipkart stop giving out bookmarks ??","Oct, 2019"
Raja Kumar,4,Nice product,nice book and delivery boy is very honest 😊,"Oct, 2019"
neha singh,5,Mind-blowing purchase,must read book,"Oct, 2019"
Rohit  Debnath,4,Worth the money,page quality is good but its cover pages looks a little damaged. Please take care of the products you deliver. We are paying to get fresh and new products. Thankyou.,"Oct, 2019"
Junaid  Sheikh,2,Slightly disappointed,the quality of book is not so good and also old one. I always received good quality books from flipkart bt this book not upto the standard.,"Oct, 2019"
Nirved Vaishnaw,5,Great product,The book quality is good and the language is also understandable. Been heard of Malcolm Gladwell a lot and been able to bought this in Flipkart.,"Oct, 2019"
CHANDRASHEKHAR ,5,Best in the market!,this book is amazing it can change our life our way of thinking,"Oct, 2019"
GAURAV TIWARI,5,Best in the market!,our unit ceo recomanded this me to read i can its great book of learnings with story,"Nov, 2018"
Dhanush ml Gowda,5,Super!,good,"Nov, 2018"
Amith Prahalada,5,Mind-blowing purchase,An absolute gem of a book. The perfect book to read in your early 20's.,"Nov, 2018"
Naveenchowdary Nallani,4,Very Good,good,"Nov, 2018"
Shivam Dubey,5,Perfect product!,Best Books..,"Nov, 2018"
ARUNKUMAR T,5,Terrific purchase,Wow,"Nov, 2018"
Flipkart Customer,5,Fabulous!,good,"Nov, 2018"
Deepjyoti Talukdar,5,Best in the market!,Awesome,"Nov, 2018"
Nishant Ingle,3,Fair,"Starting is exciting, boring middle, good ending. Some things said are matter of belief differing from individual to individual.","Nov, 2018"
Flipkart Customer,3,Fair,fantastic book ..,"Nov, 2018"
sangram jagtap,5,Highly recommended,Outstanding Book,"Jun, 2018"
Satyam Raj,5,Nice read.,"The book is very much ""visualized storytelling"". The author has tried to elucidate various happenings of the past in the form of personalized stories which convey a message and at the same time compels the reader to see how it all boils down to simple formulas. Must read.","Jun, 2018"
RANGA SWAMY D,5,Perfect product!,Good...,"Jun, 2018"
shashi kant,3,Nice,liking it...,"Jun, 2018"
Surendra Vuppala,5,Just wow!,stupendous,"Jun, 2018"
Flipkart Customer,5,Out liners,Good,"Jun, 2018"
Angsuman Chaudhuri,1,Waste of money!,"I have doubt, whether this is the original print from Penguin publishing. Worst paper quality I have ever seen in any book, you will loose all the interest of reading such a good book.","Jun, 2018"
Flipkart Customer,1,Terrible product,Not happy with quality,"Jun, 2018"
MADHUR JAIN,1,Hated it!,Poor quality of book received,"Jun, 2018"
Manju Prasad,1,Cheap quality,I'll never order any books from Flipkart. I wanted to gift my friend a book for his birthday. The book I received is of very cheap quality and it looks like a Pirated Version. I never expected this 3rd rated service from Flipkart.,"Jun, 2018"
